Project,#TrainingRelease,Classifier,FeatureSelection,Sampling,CostSensitive,Precision,Recall,Kappa,AUC
avro,8,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.994186,0.760000,0.018398,0.844444
avro,8,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.991379,0.511111,0.000397,0.682222
avro,8,IBK,BEST_FIRST,NONE,NONE,0.994152,0.755556,0.017772,0.767778
avro,8,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.994764,0.844444,0.036548,0.872222
avro,8,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.995327,0.946667,0.119893,0.682222
avro,8,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.994709,0.835556,0.033826,0.767778
avro,8,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.994318,0.777778,0.021138,0.852222
avro,8,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.994652,0.826667,0.031363,0.693333
avro,8,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.994253,0.768889,0.019718,0.780000
avro,8,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.994898,0.866667,0.044794,0.864444
avro,8,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.990826,0.960000,-0.014628,0.693333
avro,8,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.994709,0.835556,0.033826,0.780000
avro,8,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,1.000000,0.768889,0.055378,0.857778
avro,8,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,0.990654,0.471111,-0.000955,0.677778
avro,8,IBK,BEST_FIRST,SMOTE,NONE,1.000000,0.751111,0.050493,0.861111
avro,8,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,1.000000,0.831111,0.079795,0.903333
avro,8,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.995327,0.946667,0.119893,0.677778
avro,8,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,1.000000,0.808889,0.069406,0.861111
avro,9,RANDOM_FOREST,NONE,NONE,NONE,0.969027,0.969027,0.269027,0.759292
avro,9,NAIVE_BAYES,NONE,NONE,NONE,0.961373,0.991150,0.136968,0.878097
avro,9,IBK,NONE,NONE,NONE,0.973214,0.964602,0.332795,0.802876
avro,9,RANDOM_FOREST,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.957627,1.000000,0.000000,0.688496
avro,9,NAIVE_BAYES,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.961702,1.000000,0.175466,0.878097
avro,9,IBK,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.965368,0.986726,0.245349,0.803319
avro,9,RANDOM_FOREST,NONE,OVER_SAMPLING,NONE,0.971963,0.920354,0.203600,0.744690
avro,9,NAIVE_BAYES,NONE,OVER_SAMPLING,NONE,0.961207,0.986726,0.121588,0.878761
avro,9,IBK,NONE,OVER_SAMPLING,NONE,0.972350,0.933628,0.233292,0.872345
avro,9,RANDOM_FOREST,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.964758,0.969027,0.177509,0.721460
avro,9,NAIVE_BAYES,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.961373,0.991150,0.136968,0.878761
avro,9,IBK,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.969298,0.977876,0.307241,0.872345
avro,9,RANDOM_FOREST,NONE,SMOTE,NONE,0.971963,0.920354,0.203600,0.746018
avro,9,NAIVE_BAYES,NONE,SMOTE,NONE,0.961207,0.986726,0.121588,0.876327
avro,9,IBK,NONE,SMOTE,NONE,0.972350,0.933628,0.233292,0.872345
avro,9,RANDOM_FOREST,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.972603,0.942478,0.256631,0.726549
avro,9,NAIVE_BAYES,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.961373,0.991150,0.136968,0.876327
avro,9,IBK,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.972973,0.955752,0.298663,0.872345
avro,9,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.963918,0.827434,0.050385,0.682301
avro,9,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.993464,0.672566,0.127563,0.881637
avro,9,IBK,BEST_FIRST,NONE,NONE,0.963351,0.814159,0.042715,0.765265
avro,9,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.963636,0.938053,0.107290,0.700442
avro,9,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.969432,0.982301,0.329545,0.881637
avro,9,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.966981,0.907080,0.124072,0.765265
avro,9,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.964646,0.845133,0.062074,0.613496
avro,9,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.980583,0.893805,0.252489,0.882080
avro,9,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.964103,0.831858,0.053138,0.716593
avro,9,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.964444,0.960177,0.152872,0.590708
avro,9,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.969432,0.982301,0.329545,0.882080
avro,9,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.963470,0.933628,0.100133,0.717035
avro,9,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,0.964286,0.836283,0.056000,0.656637
avro,9,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,0.993902,0.721239,0.156766,0.882080
avro,9,IBK,BEST_FIRST,SMOTE,NONE,0.963351,0.814159,0.042715,0.716593
avro,9,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.963134,0.924779,0.087252,0.627655
avro,9,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.969163,0.973451,0.287175,0.882080
avro,9,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.963134,0.924779,0.087252,0.717035
avro,10,RANDOM_FOREST,NONE,NONE,NONE,0.957854,0.988142,-0.018182,0.807941
avro,10,NAIVE_BAYES,NONE,NONE,NONE,0.986547,0.869565,0.259005,0.902084
avro,10,IBK,NONE,NONE,NONE,0.967480,0.940711,0.163636,0.632591
avro,10,RANDOM_FOREST,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.958333,1.000000,0.000000,0.733022
avro,10,NAIVE_BAYES,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.986957,0.897233,0.312253,0.902084
avro,10,IBK,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.967480,0.940711,0.163636,0.632591
avro,10,RANDOM_FOREST,NONE,OVER_SAMPLING,NONE,0.967213,0.932806,0.147727,0.810456
avro,10,NAIVE_BAYES,NONE,OVER_SAMPLING,NONE,0.986239,0.849802,0.228840,0.894538
avro,10,IBK,NONE,OVER_SAMPLING,NONE,0.974790,0.916996,0.224880,0.778297
avro,10,RANDOM_FOREST,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.960630,0.964427,0.057851,0.802731
avro,10,NAIVE_BAYES,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.986667,0.877470,0.272727,0.894538
avro,10,IBK,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.974790,0.916996,0.224880,0.778297
avro,10,RANDOM_FOREST,NONE,SMOTE,NONE,0.964143,0.956522,0.127273,0.790873
avro,10,NAIVE_BAYES,NONE,SMOTE,NONE,0.985782,0.822134,0.194406,0.895437
avro,10,IBK,NONE,SMOTE,NONE,0.974790,0.916996,0.224880,0.778836
avro,10,RANDOM_FOREST,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.964567,0.968379,0.157025,0.803809
avro,10,NAIVE_BAYES,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.986667,0.877470,0.272727,0.895437
avro,10,IBK,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.974790,0.916996,0.224880,0.778836
avro,10,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.963470,0.833992,0.043062,0.652174
avro,10,NAIVE_BAYES,BEST_FIRST,NONE,NONE,1.000000,0.430830,0.059336,0.893640
avro,10,IBK,BEST_FIRST,NONE,NONE,0.963636,0.837945,0.045455,0.630794
avro,10,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.964444,0.857708,0.058824,0.608157
avro,10,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.982143,0.869565,0.223776,0.893640
avro,10,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.964758,0.865613,0.064935,0.630794
avro,10,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.958333,0.818182,0.000000,0.629357
avro,10,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.994505,0.715415,0.152805,0.893640
avro,10,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.963303,0.830040,0.040752,0.658642
avro,10,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.963964,0.845850,0.050505,0.646245
avro,10,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.982979,0.913043,0.308204,0.893640
avro,10,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.964602,0.861660,0.061818,0.658642
avro,10,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,0.962791,0.818182,0.034277,0.679483
avro,10,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,1.000000,0.422925,0.057558,0.894179
avro,10,IBK,BEST_FIRST,SMOTE,NONE,0.967593,0.826087,0.072727,0.665110
avro,10,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.959641,0.845850,0.012007,0.664211
avro,10,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.982143,0.869565,0.223776,0.894179
avro,10,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.968610,0.853755,0.094340,0.665110
avro,11,RANDOM_FOREST,NONE,NONE,NONE,0.937984,0.975806,-0.034188,0.709425
avro,11,NAIVE_BAYES,NONE,NONE,NONE,0.938224,0.979839,-0.029718,0.725050
avro,11,IBK,NONE,NONE,NONE,0.948000,0.955645,0.152034,0.721900
avro,11,RANDOM_FOREST,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.939394,1.000000,0.000000,0.669103
avro,11,NAIVE_BAYES,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.938462,0.983871,-0.024845,0.725050
avro,11,IBK,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.945098,0.971774,0.121673,0.721900
avro,11,RANDOM_FOREST,NONE,OVER_SAMPLING,NONE,0.941667,0.911290,0.029412,0.698211
avro,11,NAIVE_BAYES,NONE,OVER_SAMPLING,NONE,0.940000,0.947581,0.010707,0.723034
avro,11,IBK,NONE,OVER_SAMPLING,NONE,0.949153,0.903226,0.113433,0.742944
avro,11,RANDOM_FOREST,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.940945,0.963710,0.031785,0.680696
avro,11,NAIVE_BAYES,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.940945,0.963710,0.031785,0.723034
avro,11,IBK,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.947368,0.943548,0.127326,0.742944
avro,11,RANDOM_FOREST,NONE,SMOTE,NONE,0.941909,0.915323,0.033473,0.688130
avro,11,NAIVE_BAYES,NONE,SMOTE,NONE,0.943548,0.943548,0.068548,0.725806
avro,11,IBK,NONE,SMOTE,NONE,0.949153,0.903226,0.113433,0.742440
avro,11,RANDOM_FOREST,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.940476,0.955645,0.020548,0.689012
avro,11,NAIVE_BAYES,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.940711,0.959677,0.025974,0.725806
avro,11,IBK,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.947368,0.943548,0.127326,0.742440
avro,11,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.941441,0.842742,0.017182,0.613659
avro,11,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.961957,0.713710,0.096208,0.688382
avro,11,IBK,BEST_FIRST,NONE,NONE,0.941441,0.842742,0.017182,0.596900
avro,11,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.942857,0.931452,0.051900,0.589340
avro,11,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.937984,0.975806,-0.034188,0.688382
avro,11,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.943320,0.939516,0.062684,0.597656
avro,11,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.942478,0.858871,0.028221,0.565524
avro,11,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.945607,0.911290,0.078212,0.685610
avro,11,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.942731,0.862903,0.031230,0.596270
avro,11,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.944223,0.955645,0.088398,0.564138
avro,11,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.938224,0.979839,-0.029718,0.685610
avro,11,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.944223,0.955645,0.088398,0.596270
avro,11,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,0.945946,0.846774,0.054983,0.555822
avro,11,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,0.962963,0.629032,0.072289,0.686870
avro,11,IBK,BEST_FIRST,SMOTE,NONE,0.945946,0.846774,0.054983,0.637727
avro,11,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.943089,0.935484,0.057143,0.580771
avro,11,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.937984,0.975806,-0.034188,0.686870
avro,11,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.946939,0.935484,0.113068,0.637727
avro,12,RANDOM_FOREST,NONE,NONE,NONE,0.988848,0.974359,-0.015453,0.543346
avro,12,NAIVE_BAYES,NONE,NONE,NONE,0.992565,0.978022,0.187638,0.763126
avro,12,IBK,NONE,NONE,NONE,0.988722,0.963370,-0.017007,0.531746
avro,12,RANDOM_FOREST,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.989130,1.000000,0.000000,0.561661
avro,12,NAIVE_BAYES,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.992647,0.989011,0.276730,0.763126
avro,12,IBK,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.988889,0.978022,-0.014706,0.531746
avro,12,RANDOM_FOREST,NONE,OVER_SAMPLING,NONE,0.987854,0.893773,-0.020097,0.518926
avro,12,NAIVE_BAYES,NONE,OVER_SAMPLING,NONE,0.992537,0.974359,0.168675,0.764347
avro,12,IBK,NONE,OVER_SAMPLING,NONE,0.987805,0.890110,-0.020161,0.539072
avro,12,RANDOM_FOREST,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.988679,0.959707,-0.017378,0.539683
avro,12,NAIVE_BAYES,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.992593,0.981685,0.210784,0.764347
avro,12,IBK,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.988636,0.956044,-0.017699,0.539072
avro,12,RANDOM_FOREST,NONE,SMOTE,NONE,0.987903,0.897436,-0.020029,0.520757
avro,12,NAIVE_BAYES,NONE,SMOTE,NONE,0.992509,0.970696,0.152855,0.761905
avro,12,IBK,NONE,SMOTE,NONE,0.987805,0.890110,-0.020161,0.539072
avro,12,RANDOM_FOREST,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.988636,0.956044,-0.017699,0.534799
avro,12,NAIVE_BAYES,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.992565,0.978022,0.187638,0.761905
avro,12,IBK,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.988636,0.956044,-0.017699,0.539072
avro,12,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.987342,0.857143,-0.020602,0.514652
avro,12,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.995885,0.886447,0.093038,0.770452
avro,12,IBK,BEST_FIRST,NONE,NONE,0.991803,0.886447,0.038023,0.589744
avro,12,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.988417,0.937729,-0.018826,0.542125
avro,12,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.992537,0.974359,0.168675,0.770452
avro,12,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.992366,0.952381,0.101563,0.589744
avro,12,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.987288,0.853480,-0.020640,0.529304
avro,12,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.992126,0.923077,0.062057,0.778999
avro,12,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.991770,0.882784,0.036352,0.571429
avro,12,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.988281,0.926740,-0.019268,0.557998
avro,12,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.988930,0.981685,-0.013774,0.778999
avro,12,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.992337,0.948718,0.094711,0.571429
avro,12,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,0.987179,0.846154,-0.020710,0.532357
avro,12,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,0.995745,0.857143,0.072113,0.774115
avro,12,IBK,BEST_FIRST,SMOTE,NONE,0.991770,0.882784,0.036352,0.571429
avro,12,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.988372,0.934066,-0.018987,0.547009
avro,12,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.992593,0.981685,0.210784,0.774115
avro,12,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.992337,0.948718,0.094711,0.571429
avro,13,RANDOM_FOREST,NONE,NONE,NONE,0.989247,1.000000,0.000000,0.411232
avro,13,NAIVE_BAYES,NONE,NONE,NONE,0.989091,0.985507,-0.012442,0.762681
avro,13,IBK,NONE,NONE,NONE,0.989209,0.996377,-0.005405,0.609300
avro,13,RANDOM_FOREST,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.989247,1.000000,0.000000,0.432971
avro,13,NAIVE_BAYES,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.989170,0.992754,-0.008677,0.762681
avro,13,IBK,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.989209,0.996377,-0.005405,0.609300
avro,13,RANDOM_FOREST,NONE,OVER_SAMPLING,NONE,0.988462,0.931159,-0.018924,0.414855
avro,13,NAIVE_BAYES,NONE,OVER_SAMPLING,NONE,0.989051,0.981884,-0.013624,0.769928
avro,13,IBK,NONE,OVER_SAMPLING,NONE,0.988281,0.916667,-0.019393,0.559783
avro,13,RANDOM_FOREST,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.989051,0.981884,-0.013624,0.420290
avro,13,NAIVE_BAYES,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.989051,0.981884,-0.013624,0.769928
avro,13,IBK,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.989091,0.985507,-0.012442,0.559783
avro,13,RANDOM_FOREST,NONE,SMOTE,NONE,0.988189,0.909420,-0.019577,0.539855
avro,13,NAIVE_BAYES,NONE,SMOTE,NONE,0.989011,0.978261,-0.014545,0.766908
avro,13,IBK,NONE,SMOTE,NONE,0.988235,0.913043,-0.019488,0.559783
avro,13,RANDOM_FOREST,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.988971,0.974638,-0.015284,0.440217
avro,13,NAIVE_BAYES,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.989051,0.981884,-0.013624,0.766908
avro,13,IBK,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.989011,0.978261,-0.014545,0.559783
avro,13,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.988048,0.898551,-0.019809,0.512077
avro,13,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.992126,0.913043,0.053250,0.770531
avro,13,IBK,BEST_FIRST,NONE,NONE,0.988142,0.905797,-0.019660,0.553744
avro,13,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.988889,0.967391,-0.016393,0.432971
avro,13,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.989011,0.978261,-0.014545,0.770531
avro,13,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.988971,0.974638,-0.015284,0.553744
avro,13,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.988000,0.894928,-0.019877,0.414855
avro,13,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.992509,0.960145,0.118162,0.772947
avro,13,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.988095,0.902174,-0.019737,0.418478
avro,13,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.989011,0.978261,-0.014545,0.427536
avro,13,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.989051,0.981884,-0.013624,0.772947
avro,13,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.989091,0.985507,-0.012442,0.418478
avro,13,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,0.988000,0.894928,-0.019877,0.422101
avro,13,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,0.992248,0.927536,0.065753,0.771135
avro,13,IBK,BEST_FIRST,SMOTE,NONE,0.988095,0.902174,-0.019737,0.418478
avro,13,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.988722,0.952899,-0.017784,0.436594
avro,13,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.989011,0.978261,-0.014545,0.771135
avro,13,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.988806,0.960145,-0.017188,0.418478
avro,14,RANDOM_FOREST,NONE,NONE,NONE,0.906475,0.996047,-0.006951,0.479705
avro,14,NAIVE_BAYES,NONE,NONE,NONE,0.909420,0.992095,0.050662,0.700745
avro,14,IBK,NONE,NONE,NONE,0.906475,0.996047,-0.006951,0.572286
avro,14,RANDOM_FOREST,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.906810,1.000000,0.000000,0.529340
avro,14,NAIVE_BAYES,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.909747,0.996047,0.058900,0.700745
avro,14,IBK,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.906475,0.996047,-0.006951,0.572286
avro,14,RANDOM_FOREST,NONE,OVER_SAMPLING,NONE,0.906367,0.956522,-0.006615,0.493691
avro,14,NAIVE_BAYES,NONE,OVER_SAMPLING,NONE,0.912409,0.988142,0.102038,0.700213
avro,14,IBK,NONE,OVER_SAMPLING,NONE,0.906716,0.960474,-0.001436,0.565369
avro,14,RANDOM_FOREST,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.905797,0.988142,-0.019660,0.496732
avro,14,NAIVE_BAYES,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.909420,0.992095,0.050662,0.700213
avro,14,IBK,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.905797,0.988142,-0.019660,0.565369
avro,14,RANDOM_FOREST,NONE,SMOTE,NONE,0.902344,0.913043,-0.051142,0.475753
avro,14,NAIVE_BAYES,NONE,SMOTE,NONE,0.911765,0.980237,0.085039,0.702645
avro,14,IBK,NONE,SMOTE,NONE,0.902724,0.916996,-0.047845,0.565369
avro,14,RANDOM_FOREST,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.904412,0.972332,-0.041163,0.486166
avro,14,NAIVE_BAYES,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.912409,0.988142,0.102038,0.702645
avro,14,IBK,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.908425,0.980237,0.028552,0.565369
avro,14,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.903846,0.928854,-0.037175,0.528884
avro,14,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.937500,0.889328,0.255169,0.703253
avro,14,IBK,BEST_FIRST,NONE,NONE,0.904215,0.932806,-0.033333,0.582168
avro,14,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.904762,0.976285,-0.036212,0.519611
avro,14,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.912088,0.984190,0.093315,0.703253
avro,14,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.908425,0.980237,0.028552,0.582168
avro,14,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.905303,0.944664,-0.020827,0.539678
avro,14,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.932000,0.920949,0.253957,0.701277
avro,14,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.905660,0.948617,-0.016296,0.593493
avro,14,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.905455,0.984190,-0.025484,0.540058
avro,14,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.912409,0.988142,0.102038,0.701277
avro,14,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.905797,0.988142,-0.019660,0.593493
avro,14,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,0.903846,0.928854,-0.037175,0.527288
avro,14,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,0.923858,0.719368,0.072445,0.700517
avro,14,IBK,BEST_FIRST,SMOTE,NONE,0.904215,0.932806,-0.033333,0.593493
avro,14,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.905455,0.984190,-0.025484,0.507373
avro,14,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.912088,0.984190,0.093315,0.700517
avro,14,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.905797,0.988142,-0.019660,0.593493
avro,15,RANDOM_FOREST,NONE,NONE,NONE,0.967427,0.983444,0.187651,0.746275
