Project,#TrainingRelease,Classifier,FeatureSelection,Sampling,CostSensitive,Precision,Recall,Kappa,AUC
avro,15,NAIVE_BAYES,NONE,NONE,NONE,0.972509,0.937086,0.187775,0.893764
avro,15,IBK,NONE,NONE,NONE,0.962199,0.927152,0.007281,0.690535
avro,15,RANDOM_FOREST,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.961783,1.000000,0.000000,0.739790
avro,15,NAIVE_BAYES,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.972789,0.947020,0.212375,0.893764
avro,15,IBK,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.962329,0.930464,0.009854,0.690535
avro,15,RANDOM_FOREST,NONE,OVER_SAMPLING,NONE,0.968085,0.903974,0.085530,0.696882
avro,15,NAIVE_BAYES,NONE,OVER_SAMPLING,NONE,0.978182,0.890728,0.187823,0.773731
avro,15,IBK,NONE,OVER_SAMPLING,NONE,0.960289,0.880795,-0.017934,0.635210
avro,15,RANDOM_FOREST,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.969799,0.956954,0.178402,0.755657
avro,15,NAIVE_BAYES,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.975694,0.930464,0.222497,0.773731
avro,15,IBK,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.961268,0.903974,-0.007379,0.635210
avro,15,RANDOM_FOREST,NONE,SMOTE,NONE,0.966912,0.870861,0.054929,0.689845
avro,15,NAIVE_BAYES,NONE,SMOTE,NONE,0.981343,0.870861,0.192425,0.792770
avro,15,IBK,NONE,SMOTE,NONE,0.958801,0.847682,-0.028739,0.635210
avro,15,RANDOM_FOREST,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.969697,0.953642,0.169694,0.735375
avro,15,NAIVE_BAYES,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.975610,0.927152,0.214865,0.792770
avro,15,IBK,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.961131,0.900662,-0.009092,0.635210
avro,15,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.971774,0.798013,0.067924,0.688052
avro,15,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.988235,0.834437,0.202893,0.825745
avro,15,IBK,BEST_FIRST,NONE,NONE,0.968000,0.801325,0.043712,0.698124
avro,15,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.965753,0.933775,0.071738,0.641694
avro,15,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.969697,0.953642,0.169694,0.825745
avro,15,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.962585,0.937086,0.015468,0.698124
avro,15,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.973384,0.847682,0.103244,0.641694
avro,15,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.985560,0.903974,0.285281,0.824227
avro,15,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.969466,0.841060,0.067063,0.686810
avro,15,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.966443,0.953642,0.103711,0.655491
avro,15,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.966555,0.956954,0.110372,0.824227
avro,15,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.963211,0.953642,0.033013,0.686810
avro,15,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,0.971774,0.798013,0.067924,0.674393
avro,15,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,0.987805,0.804636,0.171151,0.825193
avro,15,IBK,BEST_FIRST,SMOTE,NONE,0.967871,0.798013,0.042090,0.686810
avro,15,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.965753,0.933775,0.071738,0.651214
avro,15,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.969697,0.953642,0.169694,0.825193
avro,15,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.962712,0.940397,0.018538,0.686810
avro,16,RANDOM_FOREST,NONE,NONE,NONE,0.924837,0.979239,0.085927,0.652180
avro,16,NAIVE_BAYES,NONE,NONE,NONE,0.922330,0.986159,0.041221,0.821522
avro,16,IBK,NONE,NONE,NONE,0.933555,0.972318,0.220706,0.704083
avro,16,RANDOM_FOREST,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.920382,1.000000,0.000000,0.641592
avro,16,NAIVE_BAYES,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.922330,0.986159,0.041221,0.821522
avro,16,IBK,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.928105,0.982699,0.148966,0.704221
avro,16,RANDOM_FOREST,NONE,OVER_SAMPLING,NONE,0.931408,0.892734,0.108866,0.597301
avro,16,NAIVE_BAYES,NONE,OVER_SAMPLING,NONE,0.930693,0.975779,0.182444,0.822422
avro,16,IBK,NONE,OVER_SAMPLING,NONE,0.934783,0.892734,0.139582,0.672941
avro,16,RANDOM_FOREST,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.927393,0.972318,0.124047,0.618339
avro,16,NAIVE_BAYES,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.922330,0.986159,0.041221,0.822422
avro,16,IBK,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.930233,0.968858,0.165042,0.673356
avro,16,RANDOM_FOREST,NONE,SMOTE,NONE,0.926070,0.823529,0.040091,0.618754
avro,16,NAIVE_BAYES,NONE,SMOTE,NONE,0.930693,0.975779,0.182444,0.823045
avro,16,IBK,NONE,SMOTE,NONE,0.929688,0.823529,0.064589,0.672941
avro,16,RANDOM_FOREST,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.924092,0.968858,0.065650,0.631488
avro,16,NAIVE_BAYES,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.922330,0.986159,0.041221,0.823045
avro,16,IBK,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.930000,0.965398,0.156937,0.673356
avro,16,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.932806,0.816609,0.082408,0.631280
avro,16,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.946237,0.913495,0.265067,0.823045
avro,16,IBK,BEST_FIRST,NONE,NONE,0.933071,0.820069,0.085437,0.690657
avro,16,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.933333,0.968858,0.211329,0.631211
avro,16,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.930693,0.975779,0.182444,0.823045
avro,16,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.933333,0.968858,0.211329,0.691073
avro,16,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.933824,0.878893,0.121238,0.623045
avro,16,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.935593,0.955017,0.219027,0.819446
avro,16,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.936567,0.868512,0.136241,0.688443
avro,16,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.933555,0.972318,0.220706,0.610865
avro,16,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.927632,0.975779,0.131935,0.819446
avro,16,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.933775,0.975779,0.230532,0.688304
avro,16,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,0.928854,0.813149,0.056191,0.620346
avro,16,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,0.943662,0.927336,0.263285,0.819446
avro,16,IBK,BEST_FIRST,SMOTE,NONE,0.932806,0.816609,0.082408,0.688443
avro,16,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.928814,0.948097,0.121405,0.617439
avro,16,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.930233,0.968858,0.165042,0.819446
avro,16,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.932203,0.951557,0.170216,0.688304
avro,17,RANDOM_FOREST,NONE,NONE,NONE,0.980645,0.987013,0.150943,0.775510
avro,17,NAIVE_BAYES,NONE,NONE,NONE,0.986755,0.967532,0.279176,0.787106
avro,17,IBK,NONE,NONE,NONE,0.980263,0.967532,0.086294,0.603896
avro,17,RANDOM_FOREST,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.977778,1.000000,0.000000,0.786410
avro,17,NAIVE_BAYES,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.986842,0.974026,0.314721,0.787106
avro,17,IBK,NONE,NONE,COST_SENSITIVE_THRESHOLD,0.980263,0.967532,0.086294,0.603896
avro,17,RANDOM_FOREST,NONE,OVER_SAMPLING,NONE,0.978799,0.899351,0.015376,0.677876
avro,17,NAIVE_BAYES,NONE,OVER_SAMPLING,NONE,0.989933,0.957792,0.311663,0.785250
avro,17,IBK,NONE,OVER_SAMPLING,NONE,0.978417,0.883117,0.008395,0.568646
avro,17,RANDOM_FOREST,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.980328,0.970779,0.093960,0.767161
avro,17,NAIVE_BAYES,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.986799,0.970779,0.296029,0.785250
avro,17,IBK,NONE,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.979798,0.944805,0.049587,0.568646
avro,17,RANDOM_FOREST,NONE,SMOTE,NONE,0.976378,0.805195,-0.010892,0.648423
avro,17,NAIVE_BAYES,NONE,SMOTE,NONE,0.989899,0.954545,0.297521,0.787801
avro,17,IBK,NONE,SMOTE,NONE,0.976000,0.792208,-0.012862,0.568646
avro,17,RANDOM_FOREST,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.980132,0.961039,0.073227,0.762987
avro,17,NAIVE_BAYES,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.986755,0.967532,0.279176,0.787801
avro,17,IBK,NONE,SMOTE,COST_SENSITIVE_THRESHOLD,0.979730,0.941558,0.045936,0.568646
avro,17,RANDOM_FOREST,BEST_FIRST,NONE,NONE,0.979167,0.762987,0.008475,0.589054
avro,17,NAIVE_BAYES,BEST_FIRST,NONE,NONE,0.992509,0.860390,0.148802,0.772495
avro,17,IBK,BEST_FIRST,NONE,NONE,0.983051,0.753247,0.030172,0.657699
avro,17,RANDOM_FOREST,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.986486,0.948052,0.204947,0.654685
avro,17,NAIVE_BAYES,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.983333,0.957792,0.156250,0.772495
avro,17,IBK,BEST_FIRST,NONE,COST_SENSITIVE_THRESHOLD,0.986532,0.951299,0.214876,0.657699
avro,17,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,NONE,0.984496,0.824675,0.056399,0.629406
avro,17,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,NONE,0.985965,0.912338,0.130841,0.769481
avro,17,IBK,BEST_FIRST,OVER_SAMPLING,NONE,0.984615,0.831169,0.059701,0.630334
avro,17,RANDOM_FOREST,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.986577,0.954545,0.225621,0.676020
avro,17,NAIVE_BAYES,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.983444,0.964286,0.176201,0.769481
avro,17,IBK,BEST_FIRST,OVER_SAMPLING,COST_SENSITIVE_THRESHOLD,0.986622,0.957792,0.237288,0.630334
avro,17,RANDOM_FOREST,BEST_FIRST,SMOTE,NONE,0.978903,0.753247,0.006541,0.592996
avro,17,NAIVE_BAYES,BEST_FIRST,SMOTE,NONE,0.992366,0.844156,0.132614,0.772727
avro,17,IBK,BEST_FIRST,SMOTE,NONE,0.982906,0.746753,0.028436,0.630334
avro,17,RANDOM_FOREST,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.986395,0.941558,0.187192,0.660714
avro,17,NAIVE_BAYES,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.983333,0.957792,0.156250,0.772727
avro,17,IBK,BEST_FIRST,SMOTE,COST_SENSITIVE_THRESHOLD,0.986395,0.941558,0.187192,0.630334
